Review,Rating,Date
"Setiap upload KTP selalu keluar aplikasi, sedangkan mau foto, cameranya menjadi aneh.. tolong diperbaiki seharusnya menggunakan aplikasi menjadi lebih mudah mengurus paspor bukannya menjadi lebih rumit",1,2024-10-01 22:28:58
"App ga guna pls, kirain bakal mempermudah tp malah mempersulit wkwk upss",1,2024-10-01 14:46:44
"Close otomatis pas upload foto, aplikasi cacat, dgn rating 2.4 di playstore harusnya diperbaiki lg, ga malu kah pak punya aplikasi buruk kyk ini.",1,2024-10-01 14:46:11
"Setiap mau login selalu request time out udah di update tetap aja gitu, aplikasinya buruk sekali gimana mau pilih tanggal kalo gitu, bukannya membantu malah nyusahin",1,2024-10-01 13:58:08
"Ini apk apaan, baru install mau masuk, apk nya kliar sndiri terus,",1,2024-10-01 13:54:02
Hadeeeh,1,2024-10-01 12:09:53
Setelah di update malah makin gak bagus.. stlh isi email dan pw malah keluar sendiri,3,2024-10-01 10:14:47
Keluar2 Sendiri,1,2024-10-01 09:10:18
"Pengalaman untuk aplikasinya sangat memudahkan! Good job to the dev team *clap2* Sedikit masukan, di hp saya xiaomi poco 5g hurufnya sangat kecil. Tolong dijadikan improvement point selanjutnya. Terima kasih.",5,2024-10-01 04:53:58
Tolong u pembayaran dilakukan stlh datang dan verifikasi ke kantor sehingga masyarakat tidak dirugikan andaikan ada miss antara aplikasi dgn real di lapangan,1,2024-10-01 04:30:56
Antrian nya sangat tidak terduga,2,2024-10-01 04:28:10
"Saat proses pengurusan di kantor imigrasi ribet banget,, persyaratan dan pembayar di online sudah beres,,masih di mintai lagi persyaratanya waktu di kantor imigrasi",1,2024-10-01 03:26:18
"Buat aplikasi gini kan pake anggaran ya, apa mesti viral dulu, baru diperbaiki... Masyarakat yg butuh pelayanan gimana ini, coba ada opsi jika lewat m-paspor susah, harusnya ketika datang/offline bisa diproses sesuai jam kedatangan/kehadirannya... Kalo begini rentan terjadi KKN lagi",1,2024-10-01 02:28:48
Aplikasi crash terus gk bisa dibuka mohon untuk update kedepannya di perbaiki untuk masalah crash nya,1,2024-10-01 01:30:14
"Aplikasi saya pakai tidak pernah selesai sampai akhir, sering keluar aplikasi walaupun ganti perangkat/hp, tolong perbaiki",1,2024-10-01 00:15:27
belum pernah masuk m paspor..tapi kenapa email sudah terdaftar,1,2024-10-01 00:09:08
"Masa ngajuin 2 orang cuma muncul buat pembayaran 1 doang, yang satunya tulisannya menunggu pembayaran terus ga berubah berubah",1,2024-09-30 14:24:05
"upload data force close terus, uninstall trus install lagi masih sama. T_T",2,2024-09-30 14:16:00
Ngerestart data mulu. Cape banget ngisinya,1,2024-09-30 12:00:49
"Admin pusat imigrasi tolong kebijakan nya, ini saya kasih bintang 5 biar dilihat. Tgl 28 Sep 2024 (2hari lalu) saya daftar paspor percepatan 1.35jt udah di bayar, b.o Tgl 30 Sep 2024 (hari ini). Saya bawa berkas asli semua ke kantor imigrasi cabang terdekat Kotamobagu sulut. Kata pak kepala imigrasi bapak Jan Paterson tidak bisa, sampe diputar"" seakan"" memang tidak bisa dan harus gagal otomatis uang saya hangus. Tapi setelah telfon kenalan malah bisa lancar tanpa surat bukti"" valid. Gimana Pak?",5,2024-09-30 09:37:17
"baru isi data , apk nya langsung log in sendiri, udh coba berkali² sampai keriting jempol ngetik tetep ke log out sendiri, tolong dong d perbaiki sistem nya, klo gtu buat apa ada online malah lebih susah dr offline",1,2024-09-29 22:51:58
Tambahkan fitur login menggunakan no tpln,1,2024-09-29 16:59:15
Bagus,5,2024-09-29 14:44:55
"Kagak bisa di pake ini apk , padahal penting buat pasport , tolong cepat di perbaiki . Kalau belom sanggup online gak usah pake apk gini",1,2024-09-29 08:48:42
Jadwal Kok full semua. Aneh,1,2024-09-29 06:27:13
Aplikasi membantu mempermudah pembuatan pasport 👍,5,2024-09-29 05:39:09
"Lama sekali maintenance nya,pada saat di butuhkan Asal mau unggah dokumen,gak bisa keluar keluar sendiri",1,2024-09-29 04:55:15
Nice application...,4,2024-09-29 03:28:12
SAMPAI KAPAN MIN PERBAIKAN APLIKASINYA....error terus,2,2024-09-29 02:06:37
"Daftar akun baru tdk bisa, aplikasi sedang maintenis.. 😶",1,2024-09-29 01:12:46
"Maintenance ko lama ya, lagi butuh cepet padahal",1,2024-09-29 01:07:13
Setiap mau muka aplikasinya selalu error...... Semoga kedepannya lebih baik lagi biar tdk menyusahkan org lain...🤗🤗🤗,1,2024-09-29 00:38:37
"Sampah... Mau login di bilang eror Mulu internet saya aman, kamera aman tapi bilang data gak valid aneh",1,2024-09-28 08:07:37
Setiap verifikasi gagal terus.. Padahal sdh lengkap datanya.. Pusing jg,1,2024-09-28 04:26:25
sangat bagus,5,2024-09-28 03:28:16
"Keren sih aku bikin paspor pertama pakai aplikasi. Dah tinggal Dateng aja ke kantornya foto. Ga antri lama karna dah dijadwalin. Trus Jadi cepet, di SMS tinggal ambil. Bagus sih",5,2024-09-28 03:01:46
Gimana cara ny ga bisa loging,5,2024-09-27 13:01:13
Request time out terus,1,2024-09-27 06:04:05
Pas login force close mulu,1,2024-09-27 05:59:40
"Mau masuk akun, tapi aplikasi trus berhenti... Jadi gak bisa masuk sama sekali Pdhl sudah update... Coba install ulang,sama saja... Kalau dtg ke kantor imigrasi, disuruh dftr online... Tapi dftr online error trus... Sama jg bohong",1,2024-09-27 02:50:58
"aplikasi ini perlu di perbaiki, ini gk bisa masuk selalu log out sendiri.",1,2024-09-27 02:25:31
"Penuh semua hanya yang mahal saja ada kuota nya yg murah penuh semua, kalau pakai calo baru ada beda nya 650 rb loh",1,2024-09-27 02:06:30
Apk butut.,1,2024-09-26 10:42:41
Udah konfirmasi bayar eh malah kadaluarsa permohonan gmna si ini yg ada hangus saldo,1,2024-09-26 08:34:55
OTP ndasmu berkali2 ra oleh OTP,1,2024-09-26 08:31:25
"Pelayanan macam apa ini, scuritynya pada belagu semua, warga negara sendiri di perlakukan tidak sopan. Giliran ada orang asih mukanya jadi so ramah.",1,2024-09-26 06:52:00
Ga bisa masuk ke aplikasi ini...payah,1,2024-09-26 05:53:36
Kenapa sering keluar2 sendiri dari aplikasiiiii,5,2024-09-26 03:20:59
"Apk negara aja bobrok,emng gak ada kemajuan di negeri konoha ini",1,2024-09-26 03:19:33
Bagus,5,2024-09-25 21:43:19
Dari awal membantu sekali sampai ke imigrasi enak. Enggak lama tinggal di foto langsung pulang 1 minggu paspor jadi... Tpi mau buka lagi ini aplikasi keluar trus... Untung dah bisa sebelum nya... Mohon untuk di tingkatkan lagi nih kasian orang yg sedang membuat paspor harus repot2 ngurusin ke imigrasi langsung,3,2024-09-25 13:59:34
mau buat akun tapi kode otp nya ga keluar di email,1,2024-09-25 12:42:57
Apk apaan gk jelas tiap mau isi formulir malah keluar sendiri,1,2024-09-25 11:42:48
"mana saat sampe halaman milih tanggal gak bisa di klik tanggalnya,",1,2024-09-25 11:27:24
"Saya lupa pasword, lalu saya ingin mengubahnya tapi saat saya ingin masukkan kode verifikasi keyboard saya tidak merespon sedangkan pas di laman log in keyboard saya normal² saja",1,2024-09-25 11:14:37
Baru mau log in kok susah kalah sama ebanking bca,1,2024-09-25 05:26:41
Ok,5,2024-09-25 04:51:21
"apk ny suka keluar sendiri, gabisa milih tanggal, padahal udh coba di bbrp hp ternyata kasusnya sama aja, gmn ini mau digitalisasi, tolong di perbaiki sistem nya.",1,2024-09-25 04:45:35
"Aplikasi Suka eror, nomor sudah di pakailah padahal belum ada yang pakai, terus suka keluar sendiri pas mau login....",1,2024-09-25 01:06:04
Tiap mau buka langsung berhenti,1,2024-09-25 00:04:45
Bug,1,2024-09-25 00:00:22
":( lucu bgt app nya. buat akun katanya email pass salah padahal masukin kode verifikasi. restart app, daftar ulang katanya email udh terdaftar. pas login, yg muncul email dan pass salah :( tapi udh ga heran sih app dari pemerintah pasti gini kecuali app pajak🤣 paling bener ntar lgsg datang ke kantor aja deh. semoga Indonesia menjadi negara maju yg berkah.",1,2024-09-24 21:24:51
Aplikasi m-paspor saya tidak bisa di buka,3,2024-09-24 17:23:51
APLIKASI SAMPAH,1,2024-09-24 16:32:34
Kurang optimal gak bisa log in Tolong diperbaikan lagi sistem nya,1,2024-09-24 12:59:12
Login>please completed security checkin>Gone! sedih banget apps pemerintah kaya gini. Miris dan mencurigakan.,1,2024-09-24 11:32:32
Saya telah mencoba berkali kali dengan menggunakan aplikasi ini untuk membuat paspor ternyata selalu gagal terus padahal aplikasi ini sangat diperlukan,1,2024-09-24 09:18:36
"Perhatikan kenyamanan pengguna, jangan hanya asal jadi",1,2024-09-24 08:57:32
sio,5,2024-09-24 06:47:05
Pengurusan pasport lemih mudah dan tepat waktu,5,2024-09-24 06:01:05
Kenapa susah pencet Tanggal,5,2024-09-24 04:04:21
"Setelah update malah tidak bisa digunakan, CSnya juga tidak ada. Mending nggak usah bikin aplikasi dari pada buang buang anggaran",1,2024-09-24 02:52:55
"Gimana mau bikin akun kalo stiap masuk aplikasi sllu keluar lgi, ulang lgi dri awal. Udah stengah jlan, kluar lagi.. Tolong ini gimana ??",2,2024-09-24 02:48:45
Ok...bro,4,2024-09-24 02:46:31
Bagus,5,2024-09-24 01:42:33
"tolong stlh di update di trial dl, ini dr stlh update gk bisa login, selalu keluar otomatis setelah input pw, segera diperbaiki min",1,2024-09-24 01:09:34
Mohon info apakah bisa mengurus paspor biasa lewat M paspor? Sepertinya hanya tersedia yg e paspor dengan biaya 650 rbu benar kah?,3,2024-09-24 00:34:35
Aplikasi tidak bisa terbuka walaupun dah log in.,1,2024-09-23 22:05:26
Aplikasi sering eror,1,2024-09-23 20:56:45
Aplikasi tidak bisa dibuka lebih baik ngak usah ada aplikasi ini,1,2024-09-23 14:13:11
Gak bisa login.. Parah,1,2024-09-23 13:20:13
Ok,5,2024-09-23 13:19:46
"Kepada jajaran penyedia paspor online warga Medan, kapan tersedia buku paspor yang sudah kita daftar data sesuai permintaan ? Apakah ada solusi terbaiknya ? Agar 2 buku paspor data saya (kita) terbit sesegera itu ?",5,2024-09-23 11:21:54
Dari awal download request time out teruusss. Mau bikin paspor gak jadi2 cuma gara2 ini. Susah banget!!,1,2024-09-23 10:11:27
Ga bisa dr td,1,2024-09-23 10:08:44
Bukan membantu masyarakat.malah menyusahkan,1,2024-09-23 08:50:43
"Tidak bisa ubah jadwal,meskipun berada di jam kerja",1,2024-09-23 07:14:08
"Waduh ni app knp ya minggu lalu saya buat daftar tanggal 24 sep 24 loh ni kok belum terdaftar tanggal ny , kecewa saya liat app ny ni",1,2024-09-23 04:38:40
Aplikasi aneh,5,2024-09-23 01:16:32
Masa email tidak valid gimana si ni aplikasi,1,2024-09-23 00:16:25
"mau log in malah balik lagi ke menu. udah 1 minggu di coba. instal ulang, update. tetep aja.",1,2024-09-22 16:44:03
Aplikasi nya mantab 👍👍👍 sangat membantu no comment aneh aneh,5,2024-09-22 16:32:55
"Saya butuh untuk pengajuan pasport baru, pas pengisian data malah suka tiba-tiba keluar sendiri dan harus mulai ulang dari awal, padahal lagi dibutuhkan kan jadi menghambat sekali",1,2024-09-22 15:21:43
Terima kasih telah memudahkan bagi kami yang akan traveling ke luarnegeri,5,2024-09-22 13:41:00
Error,1,2024-09-22 12:51:57
"Gajelas eror mulu, gabisa login",1,2024-09-22 10:59:40
"Tiap mau login selalu katanya m paspor terus berhenti, padahal udah diperbaharui. Tolonglah lebih diperhatikan lagi maintenance sistemnya, pengennya digitalisasi tapi suka error.",1,2024-09-22 10:28:46
Pembayaran sudah di bayar tapi setatus masih menunggu proses pembayaran uang nya gimana nga bisa balik ini,1,2024-09-22 09:27:33
Malah jadi gak bisa masuk woyy,1,2024-09-22 08:01:08
Aplikasi gak jelas mau bikin akun time out terus,1,2024-09-22 05:47:41
Tidak bisa digunakan selalu balik ke awal meskipun sudah diinstal ulang,1,2024-09-22 04:16:55
Semvak ndak bisa masukin akun,3,2024-09-22 03:51:28
Setelah update kok jadi tidak bisa log in yah? Tolong dibantu.. Terimakasih,1,2024-09-22 03:13:55
Selalu bermasalah,1,2024-09-22 02:20:29
Susah untuk mengantri,1,2024-09-22 01:33:24
Ini error kah??,1,2024-09-22 00:20:48
"Aplikasi sampah! Selalu maintenance, kalau belum siap masuk ke era digital mending manual aja!",1,2024-09-21 17:01:33
"Apk tidak bisa digunakan ketika saya login, tiba-tiba keluar sendiri. Saya coba menggunakan perangkat lain juga sama.",1,2024-09-21 07:35:54
Sangat mudah,5,2024-09-21 06:25:38
Gag tau knp MW login TPI gag bisa login sampe2 ada laporan tersuspend,2,2024-09-21 04:20:19
"Eror kah aplikasi nya ,gabisa login ,dimasukan email sama sandi malah langsung keluar aplikasi",1,2024-09-20 14:06:55
.. m🚕I ?. Z22s,2,2024-09-20 13:34:05
bgus,5,2024-09-20 13:14:11
Aplikasi busuk !!!,1,2024-09-20 06:12:39
Kenapa setiap aku buka error terus??,2,2024-09-20 05:59:09
Keluar terus saat login. Aplikasi gjls. Segera perbaiki,1,2024-09-20 05:52:58
Aplikasi nya jelek bgt. Mau upload dokumen langsung logout terus.. Maksud mempermudah malah mempersulit ini mah,1,2024-09-20 03:09:29
Sangat membantu,5,2024-09-20 01:58:51
ini aplikasi gunanya apa sih..?? untuk mempermudah apa mempersulit masyarakat..??,1,2024-09-20 01:50:33
Mudah cepat g pake ngantri 👍👍👍👍👍,5,2024-09-20 01:47:27
Mohon agar ditingkatkan keamanan dan cara kerja aplikasinya karena berkaitan dengan data personal. Terimaksih,1,2024-09-20 01:31:54
"Sebenarnya Saya sangat mendukung sekali aplikasi ini, aplikasi ini sangat bagus, tapi tolong diperkuat lagi servernya, penanggalan Foto/ wawancara tidak respon, pembayaran juga tidak merespon, kalo ga bisa juga saya uninstall aja dah..",2,2024-09-20 01:23:18
Kenapa gak bisa memasukkan kode OTPny padahal udh coba pake hp yg lain juga.tapi tetap aj gara2 diperbaharui bukan tambah bagus malah makin errrorrrr bgtttt.,1,2024-09-19 19:51:56
Makan tuh duit,1,2024-09-19 14:35:15
"Ini app knp y, setiap mau masuki otp g bisa2 diketik ... Perbaiki please, jaman now masa begini 🤦‍♂️",1,2024-09-19 14:13:28
mau login malah mental,1,2024-09-19 14:08:58
Keren banget,5,2024-09-19 12:55:22
Aplikasi nya error,2,2024-09-19 12:17:33
Pelayanan mantap tidak ribet..keren,5,2024-09-19 12:15:32
Nggak bisa log in habis update... Waktu verifikasi data,1,2024-09-19 11:01:55
Ada admin yang bisa dihubungi kah? Kok suka error ya?,1,2024-09-19 10:52:51
input nomor tidak bisa. Saat penginputan verifikasi keyboard tidak keluar,1,2024-09-19 10:23:03
"Jelek bgt, lokasi sulit verifikasi sulit padahal anggaran pasti jorjoran",1,2024-09-19 10:03:03
"setelah di update malah ngebug, aplikasi ngecrash sendiri buat upload persyaratan .. aneh",2,2024-09-19 09:52:26
good cuma aga lemot setelah pembayaran,5,2024-09-19 09:17:15
Capek capek saya isi tau tau force close.. tolong di perbaiki,1,2024-09-19 07:24:35
Kagak jelass,1,2024-09-19 06:34:31
Keyboard diaplikasi tidak terbuka lagi copy paste OTP,1,2024-09-19 05:39:05
"Desain aplikasi ini sangat membingungkan. Jadi harus di Kulik satu""",2,2024-09-19 04:51:53
Mantap,5,2024-09-19 03:58:47
apk eror cok gabisa di buka,1,2024-09-19 03:35:55
Lupa password trus dapat kode verifikasi tapi gak bisa di masukin,1,2024-09-19 02:59:09
"Mau nulis kode verifikasi perbaikan sandi kok papan ketik nggak muncul, gmna mau nulis verifikasi..waktu mepet lagi ni",1,2024-09-19 02:16:25
Lengkap,5,2024-09-19 01:53:01
error melulu abis update...tim IT nya ga kompeten..,1,2024-09-19 01:36:33
"Playanan lebih memudahkan, cepat dan tepat",5,2024-09-19 01:01:07
"Saya tidak bisa login karena lupa password, saat akan mereset password kode OTP yg diberikan tidak bisa diketik di aplikasi",1,2024-09-19 00:25:51
tidak efektif,1,2024-09-19 00:23:39
Sekarang buat pasport sangat ribet harus nunggu antrian kenapa setiap hari hanya 5 org yg bisa buat pasport,1,2024-09-18 22:38:28
Tidak download tapi selalu muncul keterangan tidak dapat upgrade,1,2024-09-18 18:43:19
Sangat baik sekali kami puas dgn aplikasi ini,5,2024-09-18 17:06:52
Lebih cepat dan mudah,5,2024-09-18 17:01:45
Sangat membantu dan meringankan,5,2024-09-18 15:12:28
Lebih ringkas,5,2024-09-18 15:11:34
fungsi kurang baik,1,2024-09-18 14:57:17
"Force close, aplikasi gagal ini",1,2024-09-18 14:38:02
Eror kah aplikasi ini. Diminta masukin kode otp tapi keyboard ga mucul. Minta pass email tapi ga valid² 👎🏼👎🏼,1,2024-09-18 14:35:34
APLIKASI KOK GANGGUAN TERUSSSSSS,1,2024-09-18 14:32:33
"Tidak bisa ganti password, karna ketika memasukan kode otp keyboard tidak muncul. Akun saya tersuspend",3,2024-09-18 14:29:13
"Ini saya lupa kata sandi, dan memilih untuk ganti sandi lalu saya sudah mendapatkan email code tapi saya tidak dapat mengetik code tersebut. Tolong untuk diperbaiki secepatnya ya!",1,2024-09-18 14:17:08
Makin diperbaharui makin ga bisa di buka.,1,2024-09-18 14:00:20
"Taeeeeeeee apk blegug, ga transparan gajelasss",1,2024-09-18 05:45:29
👎,1,2024-09-17 12:48:08
Proses mudah dan sangat membantu..,5,2024-09-17 11:22:31
"Bayangin loh aku download dari bulan Januari 2024 Setiap aku daftar full kuota terus ini udah bulan September tgl 17 masih aja full kuota sampe bulan November dan bulan selanjutnya d tutup nanti pas aq buka lagi eh tau2 penuh lagi, setiap hari aq buka ga pernah itu kosong selalu penuh aneh bgt, orang2 daftar pake apa coba masa Iya penuh terus gilee aja kalee",1,2024-09-17 09:34:27
Aplikasi gk guna,1,2024-09-17 09:14:00
Apk sampaaaahhhhhhhh. Gak jelas. Kimaaaakkkkk,1,2024-09-17 08:47:37
"buruk banget，di aplikasi ada dua pilihan 1 .paspor baru dan 2.paspor pengantian, kasus saya adalah ingin memperpanjang paspor dari paspor biasa saya ingin ganti ke paspor eletronik, setelah sampai ke imigrasi katanya paspor saya tidak bisa di proses karena tidak sesuai dengan yg di pilih di permohonan harusnya memilih paspor pegantian, setau saya kata pengantian itu adalah paspor yg di ganti rusak atau apa, karna pengantian bukan pepanjangan hasilnya adalah saya bayar 2x, katanya tdk bs di ubh",1,2024-09-17 07:51:59
Membantu masyarakat lebih gampang sih ada aplikasi ini ( tapii ada koata nya juga yg bikin risih masyarakat karna penuh dan yg mau bikin paspor GK ke bagian jadwalnya tolong di perbaiki lagi aplikasi nya terimakasih ?,3,2024-09-17 07:34:01
"Salah satu aplikasi terjelek yang pernah saya pakai. Sudah capek2 input data paspor, giliran pilih tanggal kedatangan malah error",1,2024-09-17 01:20:42
Memudahkan pengurusan paspor secara online,5,2024-09-17 00:57:08
Baru mau daftar pas miih tempat lokasi buatnya gabisa2 alias error mapnya ga kebaca,1,2024-09-16 01:35:15
"Ga bagus, error teruus udh tahap terakhir tinggal pilih tanggal malah gabisa",1,2024-09-15 16:14:30
Force close mulu tiap kali mau login,1,2024-09-15 11:59:01
kenapa gada tgl yg bisa di pilih,2,2024-09-14 22:01:44
akun anda tersus......???,1,2024-09-14 08:58:56
Apakah bikin secara online passport grtiis kah,5,2024-09-13 18:18:51
"Ini kerjanya ngapain aja sih, kok bisa bikin aplikasi kaya begini. Ngabisin anggaran negara aja lu! Ga berguna! Aplikasi sampah!",1,2024-09-13 06:50:27
"Mohon di bimbing, kenapa ketika mau daftar/membuat pilihannya cuma paspor biasa gak ada yang elektronik? Mohon penjelasannya",1,2024-09-13 03:31:56
"aplikasi menjijikan kebanyakan calo buat jadwal aja sulit, pemerintah kocak",1,2024-09-13 03:01:10
"Gak guna, error doang. Dana miliyar an cuma buat bikin apk sampah kek gini",1,2024-09-13 02:08:49
Ini kenapa ya pas pemilihan tqnggal kedatangan ga bisa?,3,2024-09-12 11:59:02
Belum pernah mendaftar kok nomornya udah dipake? Lucu,1,2024-09-12 11:22:32
