Review,Rating,Date,Translated_Review
"Sekarang bikin passport susah, Harus ada ini itu, bp2mi, Surat rekomendasi kantor, Dll. DENGAN ALASAN TRAFICK KINGS KEK,trus passpor palsu kek,banyak pt yg abal2x kek, Wah seribu alasan. DAH SARAN AJA... yg mo buat MENDING BUAT DI PT KALIAN MASING2X WLOPUN BIAYA LEBIH MAHAL YG PENTING JADI DAN PASTINYA ASLI. INDONESIA GA AKAN MAJU KALO MODELNYA PEMERINTAH MENYUSAHKAN RAKYATNYA, INDONESIA AKAN MISKIN SELAMANYA KALAU MODELNYA KAYAK GINI.",1,2024-10-11 10:25:47,"Now making a passport is difficult, Must have this and that, BP2MI, Letter of recommendation from the office, Etc. WITH THE EXCUSE OF TRAFFIC KINGS LIKE, then fake passports like, many fake companies like, Wow a thousand reasons. JUST A SUGGESTION... those who want to make it, BETTER MAKE IT IN YOUR RESPECTIVE COMPANY EVEN THOUGH THE COST IS MORE EXPENSIVE THE IMPORTANT IS THAT IT IS DONE AND OF COURSE IT IS ORIGINAL. INDONESIA WILL NOT PROGRESS IF THE GOVERNMENT'S MODEL IS TO MAKE IT HARMFUL FOR ITS PEOPLE, INDONESIA WILL BE POOR FOREVER IF THE MODEL IS LIKE THIS."
jelek,2,2024-10-11 09:25:43,signs
"Aplikasi membagongkqn, keluar masuk, ribet, bisa ga si ngurus rakyat buat paspor, rakyat bayar bukan mau ngutang.",1,2024-10-11 07:38:01,"The application is confusing, easy to get in and out, complicated, can't it take care of people's passports, people pay, not want to go into debt."
"gapernah ada kuota, semua tempat imigrasi dibuat pun tetap gaada kuota",1,2024-10-11 06:02:37,"There has never been a quota, even though all immigration places have been created, there is still no quota"
Kenapa setelah diupdate malah force closed terus ya aplikasinya?,2,2024-10-11 05:58:03,Why does the application keep force closing after updating?
App aga laen,1,2024-10-11 05:48:07,App becomes different
Good job! :),5,2024-10-11 03:14:24,Good job! :)
Aplikasi bener2 ga jelas. Nyusahin masyarakat,1,2024-10-11 02:14:45,The application is really unclear. It makes things difficult for the community.
"1. Program seharus nya otomatis mencarikan dimana kantor imigrasi yg masih bisa di pilih 2. Program pembayaran nya harus di perbaiki lagi, dipermudah sprti toko sebelah, virtual acount, tidak terburu buru dgn waktu yg sedikit 3. Program harus bisa di proses pembuatan 24 jam 4. Program harus di permudah bukan malah mempersulit",1,2024-10-10 15:56:47,"1. The program should automatically find out which immigration office can still be selected. 2. The payment program should be improved again, made easier like the shop next door, virtual account, not rushed with little time. 3. The program should be able to be processed 24 hours. 4. The program should be made easier, not more difficult."
Tidak bisa memilih tanggal kedatangan ke kantor imigrasi,1,2024-10-10 15:49:06,Cannot select arrival date to immigration office
Nomor telepon sudah terdaftar????......,1,2024-10-10 15:22:16,Phone number already registered????......
ini aplikasi sebenere yg buat siapa ya? kalau belum bisa buat jangan lsg di release di google… ini sama skl tdk berfungsi parah pakai banget,1,2024-10-10 11:46:09,"Who is this application actually made for? If you can't make it, don't release it on Google... this one doesn't work at all, it's really bad to use."
"Membantu banget, lancar dan mudah di akses",5,2024-10-10 09:04:22,"Very helpful, smooth and easy to access"
kapan diperbaiki?,1,2024-10-10 07:48:02,when will it be fixed?
"Jelek, birokrasi lambat, aplikasi sering eror",1,2024-10-10 06:08:54,"Bad, slow bureaucracy, application often errors"
Sangat membantu,5,2024-10-10 05:57:36,Very helpful
Semoga barokaah,5,2024-10-10 05:07:15,May it be blessed
sering keluar sendiri pdahal ceche sdh di hpus.. memory hp kosong knpa sering time out,1,2024-10-09 21:32:27,often exits by itself even though the cache is already on the phone.. why does the phone memory often time out?
Baru daftar terus di bilang akun gmail anda sudah terdaftar padahal ini masih Fist time pendaftaran,1,2024-10-09 12:28:06,Just registered and then it says your Gmail account is already registered even though it is still the first time for registration.
Aplikasinya bagus tapi sayang nomer antrian selalu habis di ambil Calo.,2,2024-10-09 09:23:41,The application is good but unfortunately the queue numbers are always taken by ticket scalpers.
"Gak bisa login, malah dapat telpon yg ngaku dari pihak imigran, langsung aku blokir aja no telpon nya 😔",1,2024-10-09 07:12:45,"I couldn't log in, instead I got a call claiming to be from the immigration office, so I immediately blocked the phone number 😔"
"Aplikasi tidak jelass..sudah login malah logout ..begitu terus sampai jari keriting..bukannya mempermudah malah mempersulit.,yg kyk begini calo berjalan leluasa..",1,2024-10-09 05:32:14,"The application is not clear.. after logging in, it logs out.. it continues until my fingers get sore.. instead of making things easier, it makes things more difficult. This is how brokers walk freely.."
"Ini gimana mau daftar online, sedangkan semua kanim full. Apa iya semua kanim sudah full??????",1,2024-10-09 04:41:58,"How can I register online, while all the Kanims are full? Are all Kanims really full??????"
Kenapa time out terus ya sudah hapus instal berkali2. Masih aja time out,1,2024-10-09 04:38:56,Why does it keep timing out? I've uninstalled it several times. It still times out.
Selalu mental keluar aplikasi ya,1,2024-10-09 03:32:35,"Always mentally exit the application, okay?"
Berapa lama pembaharuannya ????,1,2024-10-09 03:05:05,How long will the update take????
Tidak bisa pilih tanggal. Aplikasi kok eror terus. Mengecewakan,1,2024-10-09 02:16:07,Can't select date. The application keeps erroring. Disappointing
Ok,5,2024-10-09 01:41:32,Ok
"Setiap mau upload document ke force close sendiri, udah keriting ini jari. Mohon diperbaiki sistemnya, bukannya mempermudah malah merumitkan.",1,2024-10-08 18:21:15,"Every time I want to upload a document, it forces me to close it, my fingers are already cramped. Please fix the system, instead of making it easier, it makes it more complicated."
"Di hp xiomi poco m3, os android 12 tidak berfungsi setelah login ngehang",1,2024-10-08 16:49:40,"On the Xiaomi Poco M3 cellphone, the Android 12 OS doesn't work after logging in, it hangs"
"Profesional, ramah, handal, terpercaya, tingkat kan lagi chaaayoo!!!",5,2024-10-08 16:16:52,"Professional, friendly, reliable, trustworthy, improve it again chaaayoo!!!"
Aplikasi sampah. Ga becus bkin aplikasi cuman nyusahin masyarakat aja. Kalo gak siap digitalisasi mending pake konvensional aja semuanya.,1,2024-10-08 14:17:55,"Trash application. Not good at making applications only inconveniences the public. If you are not ready for digitalization, it is better to just use conventional everything."
"Udah ngisi data, foto data, malah tiba2 balik ke menu awal. Cape bener ngulang Ampe 5x gitu trus",1,2024-10-08 13:52:36,"Already filled in data, photo data, even suddenly returned to the initial menu. Cape actually repeats Ampe 5x like that"
"buat apa bikin aplikasi kalau bikin ribet, beda banget dengan luar negri meskipun lewat online sangat membantu, please dong imigrasi jangan mengulitkan.",1,2024-10-08 08:29:15,"Why make an application if it's complicated? It's very different from overseas, even though online is very helpful. Please, immigration, don't make things complicated."
"buat aplikasi ginian aja gabisa nih pemerintah, system nya sampah, kok bisa aplikasi pemerintah sering force close",1,2024-10-08 06:14:10,"The government can't make this kind of application, the system is garbage, why can government applications often force close"
App ga jelas... Dah login malah ketutup sendiri app nya 😅😅😅,1,2024-10-08 03:15:21,The app is not clear... I've logged in but the app closes itself 😅😅😅
kenapa mau upload foto ktp selalu keluar terussss 😢 tolong yang pembuatnya coment dong..,1,2024-10-08 02:35:46,why do you want to upload a photo of your ID card and it always keeps coming out 😢 please comment from the creator...
Aplikasi tidak ikhlas,1,2024-10-08 02:18:11,The application is not sincere
"Aplikasinya error, tiap lagi upload berkas tiba tiba ketutup sendiri Tolong ke depannya diperbaiki lagi supaya tidak mempersulit urusan orang lain",1,2024-10-08 01:15:45,"The application has an error, every time I upload a file it suddenly closes by itself. Please fix this in the future so that it doesn't make things difficult for other people."
Aplikasi nya tidak bisa di pakai,1,2024-10-08 00:49:14,The application cannot be used
Tidak ada kuota sampai desember.,1,2024-10-08 00:15:42,There is no quota until December.
Saya mau ngajukan paspor biasa kok gak bisa malah paspor elektronik,1,2024-10-07 19:31:07,"I want to apply for a regular passport but I can't, but I can apply for an electronic passport"
Ok,5,2024-10-07 14:55:58,Ok
"Walaupun sering maintenance, tpi sekali nya bisa ya sangat berguna banget buat daftar"" & antri pembuatan paspor",4,2024-10-07 12:12:35,"Even though it often needs maintenance, once it works it is very useful for registering and queuing for passport making."
"gk bisa pilih tanggal, masa fulk l smua..",1,2024-10-07 06:54:23,"can't choose the date, all full time.."
Mantap dan sangat membantu,5,2024-10-07 05:17:12,Great and very helpful
"Mau login force close terus, gimana dah ini aplikasi",1,2024-10-07 04:31:11,"Want to login but force close, what can I do with this application?"
payah logout terus,1,2024-10-07 04:04:47,keep logging out
harusnya ada pemberitahuan pendaftaran dimulai tiap tanggal 30 karena banyak kantor layanan yang kuotanya untuk satu bulan habis dalam hitungan jam,1,2024-10-07 02:22:10,There should be a registration notification starting every 30th because many service offices run out of quota for one month in a matter of hours.
galat,1,2024-10-07 02:04:03,error
Saya Baru mau coba,5,2024-10-07 01:18:31,I just want to try
Kalau ada bintang 0 tak kasih 0,1,2024-10-06 15:36:38,"If there are 0 stars, don't give 0"
Ngga bisa login dan ngga bisa bikin akun baru lagi,1,2024-10-06 15:02:07,Can't login and can't create a new account anymore
lemot,1,2024-10-06 14:02:09,slow
Aplikasi Bodoh,1,2024-10-06 13:24:14,Stupid Apps
"Aplikasinya tiba² keluar/tutup dg sendirinya, jdnya tdk tuntas upload dokumen & jawab pertanyaan dlm aplikasi, shg hrs mengulang terus menerus. Sdh coba daftar siang, sore, malem, tengah malem & bahkan habis sholat subuh, tp tetap aja aplikasinya tiba² keluar/tutup sendiri. Tolong aplikasinya diperbaiki, krn aplikasi akan sangat membantu masyarakat yg mau mengurus paspor.",2,2024-10-06 08:25:59,"The application suddenly exits/closes by itself, so it is not complete uploading documents & answering questions in the application, so it has to be repeated continuously. I have tried registering in the afternoon, evening, night, midnight & even after the morning prayer, but the application still suddenly exits/closes by itself. Please fix the application, because the application will be very helpful for people who want to take care of passports."
"Ui/ux nya jelek, mau foto ktp saja nangkapnya tidak benar, tidak bisa upload file",1,2024-10-06 07:53:04,"The UI/UX is bad, even if I want to take a photo of my ID card, it doesn't take the picture correctly, I can't upload files."
"Kenapa tidak bisa ? Alasannya Kuota selalu penuh,",1,2024-10-06 05:42:41,"Why can't it? The reason is that the quota is always full,"
"Kocak di aplikasi 2 bulan kuotanya penuh terus, emang harus bayar calo aja dah, ribet.",1,2024-10-06 04:24:50,"It's funny that the quota on the application is full for 2 months, you just have to pay a broker, it's complicated."
"Gimana mau ngasih pengalaman mau masuk aja gak bisa wkwkwk, pas buat email baru gk jelas bgt katanya email sudah terdaftar pas login malah error sampe 3 kali buat akun dan nomor baru, nah pas di saat sudah bisa malah force closed gk jelas bgt wkwkwk.... mohon di cek dan di benahi baik²",1,2024-10-06 04:24:24,"How can I share my experience when I can't even log in, hahaha. When I create a new email, it's not clear at all, it says the email is registered, when I log in, it gives an error up to 3 times for creating a new account and number, then when I can, it force closes, it's not clear at all, hahaha.... please check and fix it properly"
aplud foto tiba2 kembali,1,2024-10-06 03:28:39,photo applaud suddenly back
Sangat membantub,5,2024-10-06 03:04:22,Very helpful
Jelek amat skr GK bisa log in,1,2024-10-06 01:06:58,It's so bad I can't log in now
Hallo gimana mau pakai aplikasi ini KLO apk nya keluar trus,1,2024-10-05 23:28:45,"Hello, how do I use this application if the apk keeps exiting?"
Request time out melulu,1,2024-10-05 08:13:03,Request time out melulu
"developer masih banyak PR nih. Dulu request time out mulu pas milih kedatangan, kapan dulu juga oernah upload foto doang sampe 10 menit, skg upload foto ktp force close sendiri. Anggaran buat benahin online app nya aja deh drpd ganti2 warna buku paspor buat apeee",1,2024-10-05 06:13:42,"Developers still have a lot of homework. Previously, they always requested time out when selecting arrivals, when did they ever upload a photo and it took 10 minutes, now uploading a photo of your ID card forces it to close itself. The budget should be used to fix the online app rather than changing the color of the passport book for what?"
permainan harus bayar rb900 ke tempat .. dari pada bayar online rp350.. applikasi d bikin susah akses,1,2024-10-05 00:37:38,the game has to pay 900 rb to the place .. instead of paying online 350 rb .. the application makes it difficult to access
